Gitter_ID_1km *;x_mp_1km_1;y_mp_1km_1;Einwohner;Alter_D;unter18_A;ab65_A;Auslaender_A;HHGroesse_D;Leerstandsquote;Wohnfl_Bew_D;Wohnfl_Whg_D
1kmN3367E4334;4334500;3367500;764;40.6;21.2;17.28;1.18;2.64;2;42;105
1kmN3370E4329;4329500;3370500;878;40.6;21.18;14.2;2.8;2.5;0;44;110.4
1kmN3372E4335;4335500;3372500;343;40.6;21.87;15.16;2.62;2.6;2.19;-9;-9
1kmN3377E4312;4312500;3377500;188;40.6;20.74;17.55;3.72;2.64;4;-9;-9
1kmN3390E4321;4321500;3390500;2204;40.6;14.79;17.2;18.19;1.66;0.66;38;63
1kmN3392E4334;4334500;3392500;401;40.6;24.44;20.7;1.2;2.6;2;46;-9
1kmN3387E4320;4320500;3387500;10461;40.61;12.93;14.04;7.03;1.67;1.7;46;75
1kmN3385E4330;4330500;3385500;6635;40.64;20.05;17.89;19.6;2.22;0.6;31.95;70.2
1kmN3385E4328;4328500;3385500;2342;40.65;15.33;16.44;14.26;2.05;1.4;40.6;80
1kmN3370E4317;4317500;3370500;2613;40.7;20.55;18.8;11.6;2.35;1.77;40;-9
1kmN3378E4326;4326500;3378500;422;40.7;16.59;13.03;9.95;2.06;1.9;39;-9
1kmN3384E4329;4329500;3384500;3607;40.7;19.02;17.88;18.9;2.22;1.3;35.5;74
1kmN3382E4319;4319500;3382500;9954;40.71;11.06;13.69;17.6;1.65;1.1;37;59.1
1kmN3373E4337;4337500;3373500;79;40.73;16.46;12.66;8.86;3;-9;-9;-9
1kmN3386E4330;4330500;3386500;6624;40.73;19.69;18.8;15.5;2;0.6;32;63
1kmN3368E4314;4314500;3368500;162;40.8;25;20;4;2.9;4;-9;125
1kmN3372E4317;4317500;3372500;6324;40.8;18.93;19.34;13.8;2.04;1;35;73
1kmN3386E4321;4321500;3386500;13626;40.87;12.13;14.57;10.47;1.61;1.81;43;68
1kmN3370E4333;4333500;3370500;316;40.9;19.62;18.67;1.58;2.8;3.54;42.3;115
1kmN3376E4306;4306500;3376500;165;40.9;16.36;14.55;10;2.3;5;44;-9
1kmN3381E4317;4317500;3381500;759;40.9;10.94;14.62;12.4;1.8;1;39;67
1kmN3383E4325;4325500;3383500;8338;40.9;10.95;15.98;10.9;1.59;0.7;38;59
1kmN3400E4328;4328500;3400500;723;40.9;25.31;21.99;16.46;2.48;3.61;42.5;103
1kmN3369E4320;4320500;3369500;6037;40.95;17.74;16.43;8.5;2.28;0.48;36.6;82.6
1kmN3383E4324;4324500;3383500;11459;40.95;9.82;17.1;13.1;1.57;0.65;37.1;57.7
1kmN3398E4329;4329500;3398500;976;40.97;23.46;17.93;4;2.8;0.87;-9;-9
1kmN3382E4315;4315500;3382500;10594;40.98;16.72;15.31;8.38;1.93;1.63;41;76
1kmN3369E4333;4333500;3369500;395;41;16.71;16;3;2.3;1;43;95.4
1kmN3371E4315;4315500;3371500;271;41;20.66;15;11.81;2.6;3;44;110
1kmN3371E4322;4322500;3371500;64;41;18.75;12.5;9.38;3;0;-9;-9
1kmN3376E4316;4316500;3376500;92;41;17.39;18.48;2;2.3;6.82;43;-9
1kmN3377E4309;4309500;3377500;42;41;23.81;9.52;7.14;2.8;0;-9;-9
1kmN3379E4308;4308500;3379500;312;41;13.14;14;24;2.4;39;42;62
1kmN3379E4313;4313500;3379500;439;41;20.96;14.35;12.76;2.4;2;35.6;81
1kmN3379E4328;4328500;3379500;287;41;15;13;10.45;2.5;2;44.3;99
1kmN3380E4311;4311500;3380500;3374;41;18.11;16.6;11.7;2.15;1;37;77
1kmN3381E4306;4306500;3381500;103;41;11.65;11.65;5;2.2;0;-9;-9
1kmN3386E4311;4311500;3386500;7587;41;21.29;20.1;19.6;2.26;0.38;33.2;74
1kmN3388E4330;4330500;3388500;6105;41;19.3;18.21;6.88;2.07;1.8;38;75
1kmN3389E4334;4334500;3389500;28;41;-9;0;0;2;0;-9;-9
1kmN3398E4331;4331500;3398500;320;41;18.75;17.5;-9;2.32;3;49;97.7
1kmN3385E4325;4325500;3385500;9534;41.01;9.03;16.47;13.5;1.5;1.1;37;54
1kmN3395E4323;4323500;3395500;1167;41.01;20.31;16.2;4.8;2.5;0.86;40;-9
1kmN3397E4326;4326500;3397500;1744;41.01;19.84;14.33;3.96;2.7;2;46;119
1kmN3376E4334;4334500;3376500;9000;41.02;16.27;17.7;12.2;1.87;1.21;36;65
1kmN3387E4328;4328500;3387500;3852;41.02;17.4;15.9;7.9;2.19;1;38;81
1kmN3375E4335;4335500;3375500;6845;41.05;15.6;17.5;7.9;1.83;2.4;41;73
1kmN3371E4326;4326500;3371500;404;41.1;22.28;15.59;2.23;2.61;0;45;-9
1kmN3380E4313;4313500;3380500;2714;41.1;19.38;17.76;18.5;2.13;1.5;33;67
1kmN3382E4325;4325500;3382500;4706;41.1;9.8;15.53;24.5;1.62;1.3;34;56
1kmN3383E4321;4321500;3383500;5323;41.1;10.6;12.59;20.2;1.7;1.9;42;-9
1kmN3383E4328;4328500;3383500;6587;41.1;19.36;19.68;23.9;2.23;0.2;33.21;73
1kmN3386E4333;4333500;3386500;1105;41.1;20.18;20.81;11.86;2.14;0.94;33.5;71
1kmN3366E4335;4335500;3366500;10;41.2;-9;-9;0;2.5;0;-9;-9
1kmN3369E4336;4336500;3369500;172;41.2;14.53;10.47;5.23;2.3;4.62;41;88
1kmN3371E4333;4333500;3371500;34;41.2;23.53;11.76;0;2;0;33;65
1kmN3386E4318;4318500;3386500;7174;41.23;9.76;16.32;10.8;1.56;1.59;39;57
1kmN3384E4313;4313500;3384500;5378;41.29;18.28;18.37;9.4;2.1;1.6;41;90
1kmN3380E4327;4327500;3380500;72;41.3;9.72;11.11;45.83;3;15;-9;-9
1kmN3393E4316;4316500;3393500;727;41.3;18.43;14.31;5.91;2.52;2;43;104
1kmN3397E4330;4330500;3397500;1531;41.3;20.71;18.48;5.1;2.44;1.51;48.2;114
1kmN3371E4329;4329500;3371500;464;41.35;15.52;14.22;2.59;2.67;0;42;109.3
1kmN3383E4310;4310500;3383500;2745;41.36;22.88;19.93;5.5;2.4;2.5;51;-9
1kmN3370E4336;4336500;3370500;702;41.4;20.37;17.81;3.1;2.6;1.86;41;104
1kmN3375E4328;4328500;3375500;224;41.4;21.88;17.86;2.23;2.8;0;42;-9
1kmN3380E4305;4305500;3380500;552;41.4;18.8;20.65;11.59;2.1;1;40;81.5
1kmN3381E4312;4312500;3381500;367;41.4;17.98;17.17;7.36;2.1;2;36;73.6
1kmN3390E4314;4314500;3390500;4004;41.4;20.2;20.2;11.5;2.21;1.15;37;82
1kmN3383E4323;4323500;3383500;10807;41.44;10.02;18.15;15.7;1.62;1;36.8;58
1kmN3386E4319;4319500;3386500;12741;41.49;13.57;15.69;8.12;1.71;1.53;45;76
1kmN3375E4329;4329500;3375500;176;41.5;20.45;17.05;3.98;3;0;-9;-9
1kmN3388E4322;4322500;3388500;584;41.5;4.97;14.21;40.2;1.36;9.06;42;51
1kmN3393E4329;4329500;3393500;2552;41.51;22.81;19.36;3.6;2.62;1.2;50.19;127.4
1kmN3384E4320;4320500;3384500;7516;41.53;15.19;17.83;10.62;1.75;3.1;-9;-9
1kmN3391E4324;4324500;3391500;3351;41.53;24.86;20.86;2.8;2.4;1.73;43;100
1kmN3394E4329;4329500;3394500;2444;41.55;23.98;21.15;3.2;2.57;1.2;51;127
1kmN3385E4322;4322500;3385500;14277;41.59;9.02;15.41;9.8;1.52;1.2;39;59
1kmN3368E4337;4337500;3368500;202;41.6;21.29;17.33;1.49;2.64;3;49.3;120
1kmN3370E4331;4331500;3370500;79;41.6;21.52;17.72;3;2.5;0;43;-9
1kmN3373E4325;4325500;3373500;434;41.6;18.66;17.97;2.07;2.5;1;43.7;103
1kmN3385E4316;4316500;3385500;5189;41.6;12.95;17.86;11.5;1.7;1.8;37.9;63
1kmN3381E4328;4328500;3381500;7579;41.62;17.43;19.4;22.7;1.99;1.1;32.2;63.5
1kmN3379E4330;4330500;3379500;3688;41.63;18.41;18.4;20.3;2.31;0.36;33;73
1kmN3386E4328;4328500;3386500;3398;41.68;14.71;19;10.9;2;1.01;39;74
1kmN3371E4341;4341500;3371500;258;41.7;18.99;18;3;2.5;0;48;112.8
1kmN3372E4323;4323500;3372500;126;41.7;18.25;19.05;13.49;2.2;0;46;-9
1kmN3372E4336;4336500;3372500;145;41.7;19.31;15.86;0;2.7;5.08;42;103
1kmN3372E4339;4339500;3372500;228;41.7;17.54;17.11;3.51;2.6;0;44;111
1kmN3373E4338;4338500;3373500;321;41.7;20.25;18.07;3.12;2.45;0;42;101
1kmN3379E4312;4312500;3379500;462;41.7;18.18;18;3.03;2.5;1;40;-9
1kmN3381E4330;4330500;3381500;5279;41.7;19.25;20.17;18.49;2.32;0.7;34;77
1kmN3385E4326;4326500;3385500;5836;41.7;10.69;17.55;13.11;1.67;1.7;38;61
1kmN3388E4311;4311500;3388500;4008;41.7;19.1;18.66;11.2;2.3;1.6;39;86
1kmN3389E4307;4307500;3389500;220;41.7;22.27;13.64;2.27;2.5;0;41;-9
1kmN3382E4328;4328500;3382500;4251;41.73;17.29;18.23;20.42;2.39;1.3;35;82
1kmN3383E4315;4315500;3383500;9328;41.74;11.95;15.44;10.2;1.66;1.2;37;60
1kmN3389E4326;4326500;3389500;6624;41.76;16.44;19.02;9.72;1.94;0.9;36;68
1kmN3369E4328;4328500;3369500;180;41.8;21.67;18.89;2;2.7;0;42;114
1kmN3372E4321;4321500;3372500;371;41.8;15.9;16.98;9;2.6;0;37;-9
1kmN3379E4307;4307500;3379500;245;41.8;19.18;19.59;17.14;2.8;11;35;-9
1kmN3385E4319;4319500;3385500;12523;41.8;14.01;16.47;7.9;1.72;1.2;45;-9
1kmN3366E4331;4331500;3366500;539;41.9;17.81;17.25;3.71;2.4;3;46;-9
1kmN3366E4333;4333500;3366500;690;41.9;21.59;20.29;1.7;2.37;2;42.3;96
1kmN3374E4336;4336500;3374500;2781;41.9;17.3;19.6;9.3;2.1;0.8;38;78
1kmN3385E4331;4331500;3385500;665;41.9;22.26;23;2;2.5;0;48;109
1kmN3387E4321;4321500;3387500;5218;41.91;12.63;16.85;6;1.67;2;46;74
1kmN3387E4319;4319500;3387500;9643;41.92;9.64;17.61;8.56;1.5;1.02;42;62
1kmN3382E4312;4312500;3382500;793;41.93;23.33;21.82;11.35;2.44;2;-9;-9
1kmN3386E4327;4327500;3386500;2396;41.97;14.44;20.99;12.9;1.9;1.4;37;-9
1kmN3383E4322;4322500;3383500;6699;41.99;10.88;17.66;16;1.59;1.27;40;63
1kmN3366E4337;4337500;3366500;272;42;16.54;18.01;1.1;2.2;2;-9;94
1kmN3367E4337;4337500;3367500;24;42;16.67;20.83;0;2.67;0;-9;-9
1kmN3369E4315;4315500;3369500;30;42;26.67;23.33;0;2.5;0;41;-9
1kmN3369E4341;4341500;3369500;82;42;21.95;17.07;0;2.5;0;45;98
1kmN3377E4324;4324500;3377500;36;42;11.11;16.67;0;1.8;-9;-9;-9
1kmN3385E4313;4313500;3385500;389;42;11.57;16.45;29;2.04;1.78;34;62
1kmN3386E4331;4331500;3386500;5727;42;18.4;21.63;13.41;1.98;0.8;35;67.3
1kmN3391E4305;4305500;3391500;77;42;18.18;19.48;1;2.8;0;43;-9
1kmN3396E4329;4329500;3396500;2021;42;21.38;18.41;2.08;2.35;1.8;45;101
1kmN3388E4329;4329500;3388500;8552;42.01;18.65;21;9.7;2.05;0.71;35;70
1kmN3383E4320;4320500;3383500;523;42.06;6.88;16.3;20.65;1.5;1.46;-9;-9
1kmN3387E4310;4310500;3387500;1798;42.06;18.35;20.6;14;2.12;2.8;36;71
1kmN3374E4311;4311500;3374500;1473;42.1;19.35;20.57;10.3;2.5;1.7;41;98
1kmN3386E4313;4313500;3386500;265;42.1;12.45;19.25;20.38;1.8;4.3;-9;-9
1kmN3388E4321;4321500;3388500;7813;42.1;11.17;17.71;9.5;1.57;1.04;39;60
1kmN3390E4322;4322500;3390500;4664;42.12;10.74;16.66;10.63;1.64;2.7;41;-9
1kmN3373E4309;4309500;3373500;4294;42.19;18.98;20.96;8.9;2.21;1.3;36.7;78
1kmN3377E4311;4311500;3377500;203;42.2;14.78;12.81;13;2.3;6;44;92
1kmN3391E4323;4323500;3391500;1552;42.2;20.81;20.17;5.9;2.2;2.1;46;94
1kmN3393E4334;4334500;3393500;30;42.2;16.67;20;-9;2;0;-9;-9
1kmN3373E4333;4333500;3373500;236;42.23;20.76;19.49;5.51;2.6;7.07;42;-9
1kmN3384E4324;4324500;3384500;11941;42.25;9.78;18.6;10.82;1.56;1.1;38;58
1kmN3365E4333;4333500;3365500;272;42.3;20.22;21.69;4.41;2.5;2.65;41;-9
1kmN3373E4312;4312500;3373500;1886;42.3;17.5;20.36;10.8;2.21;1.5;40;86
1kmN3376E4322;4322500;3376500;2482;42.3;16.88;19.62;17.4;2.6;1.5;38;98
1kmN3376E4336;4336500;3376500;277;42.3;19.13;18.41;1.81;2.4;2;50;120
1kmN3377E4330;4330500;3377500;120;42.3;19.17;17.5;10.83;2.4;0;-9;-9
1kmN3385E4309;4309500;3385500;3677;42.3;19.99;21.6;6.8;2.2;1.74;41;86
1kmN3389E4330;4330500;3389500;5698;42.33;18.48;20.34;11.62;2.14;1.3;37.3;77.7
1kmN3370E4320;4320500;3370500;6694;42.34;16.64;20.6;15;2.03;2;35.8;69.8
1kmN3388E4320;4320500;3388500;4014;42.34;11.83;19.5;8;1.67;0.67;42.8;70
1kmN3392E4321;4321500;3392500;1469;42.34;14.36;18.45;14.5;1.8;1.16;42;-9
1kmN3372E4313;4313500;3372500;487;42.37;22.38;19.51;6.4;2.71;2;-9;-9
1kmN3369E4329;4329500;3369500;215;42.4;17.21;15.35;1.4;2.55;2;47;-9
1kmN3371E4335;4335500;3371500;661;42.4;18.76;20.12;3.48;2.46;2.19;45;107
1kmN3373E4324;4324500;3373500;159;42.4;18.24;20.13;7;2.5;0;-9;-9
1kmN3376E4313;4313500;3376500;155;42.4;18.71;16;3;2.6;10.61;39;-9
1kmN3376E4326;4326500;3376500;361;42.4;19.39;18;4.99;2.4;3.25;45;104
1kmN3376E4333;4333500;3376500;1843;42.4;16.9;20.8;14.5;1.93;1.64;37;69
1kmN3385E4312;4312500;3385500;3127;42.4;18.9;21.55;9.31;2.12;0.92;37;-9
1kmN3387E4311;4311500;3387500;5709;42.42;19.09;21;16.3;2.14;0.8;35;74
1kmN3394E4324;4324500;3394500;1513;42.42;18.37;18.77;10.3;2.19;0.71;35;76
1kmN3371E4327;4327500;3371500;198;42.46;18.69;19.7;6;2.51;2;-9;-9
1kmN3373E4317;4317500;3373500;2465;42.48;15.3;20.49;13.91;1.83;1.59;41;-9
1kmN3384E4326;4326500;3384500;4028;42.48;14.62;19.36;7.99;1.93;1.2;47;-9
1kmN3371E4324;4324500;3371500;6;42.5;-9;-9;0;3;0;46.67;93.33
1kmN3373E4310;4310500;3373500;3854;42.5;18.81;20.94;7.6;2.29;1.33;38;83.8
1kmN3373E4313;4313500;3373500;1456;42.5;17.9;19.3;9.27;2.4;1.5;47;-9
1kmN3392E4322;4322500;3392500;4484;42.5;15.1;19.8;10.6;1.85;1.3;37;68
1kmN3395E4321;4321500;3395500;2090;42.54;17.4;23;6.8;1.99;0.8;36;72
1kmN3367E4331;4331500;3367500;535;42.6;17.38;18.13;1.5;2.4;1.76;41;94
1kmN3378E4307;4307500;3378500;509;42.6;15.13;18.47;13.2;2.37;2;41;94
1kmN3393E4317;4317500;3393500;1454;42.6;16.71;15.1;4;2.47;0.83;41;100
1kmN3393E4314;4314500;3393500;2276;42.63;18.37;19.8;9.4;2.43;1;41;97
1kmN3386E4303;4303500;3386500;777;42.64;23.94;23.3;4;2.56;1.58;-9;-9
1kmN3373E4316;4316500;3373500;662;42.65;14.8;20.85;21;2.3;4;35;78
1kmN3369E4334;4334500;3369500;402;42.7;17.66;18.91;2;2.6;0;47;118
1kmN3371E4321;4321500;3371500;126;42.7;13.49;14.29;7.14;2.4;9.84;42;86
1kmN3371E4340;4340500;3371500;263;42.7;19.39;19.77;2.66;2.4;1;41;-9
1kmN3375E4325;4325500;3375500;130;42.7;17.69;16.15;3.85;2.45;4;40;95
1kmN3386E4316;4316500;3386500;6753;42.7;12.16;20.94;13;1.7;1.08;37;63
1kmN3388E4316;4316500;3388500;1939;42.7;18.6;21.1;14.4;2.11;1.52;39.75;83
1kmN3398E4330;4330500;3398500;1416;42.7;21.61;22.18;4.6;2.4;2.3;51;-9
1kmN3385E4323;4323500;3385500;10150;42.71;8.96;18.92;12.07;1.55;1.45;37;57
1kmN3386E4324;4324500;3386500;9235;42.71;9.51;19.92;11.98;1.52;0.93;36;53
1kmN3384E4305;4305500;3384500;250;42.73;20;19.6;13.2;2.7;4;-9;-9
1kmN3385E4307;4307500;3385500;2573;42.79;20.37;20.83;5.1;2.2;1.43;44.43;95
1kmN3367E4338;4338500;3367500;445;42.8;18;18.9;2;2.48;-9;46;96
1kmN3372E4338;4338500;3372500;153;42.8;22.88;25.49;0;2.5;0;44;-9
1kmN3376E4325;4325500;3376500;99;42.8;20.2;22.22;2;2.7;0;50;-9
1kmN3391E4321;4321500;3391500;2311;42.8;13.28;19.8;9;1.71;0.9;40;67
1kmN3367E4333;4333500;3367500;78;42.9;19.23;16.67;0;2.2;0;-9;101.9
1kmN3370E4321;4321500;3370500;3054;42.9;14.6;22;11.3;1.88;1.41;36;68
1kmN3384E4306;4306500;3384500;470;42.9;23.4;24.47;7.7;2.52;3.63;-9;-9
1kmN3388E4325;4325500;3388500;5264;42.9;11.38;20.04;9.1;1.73;3.9;36;59
1kmN3380E4312;4312500;3380500;2884;42.91;15.4;21.91;14;1.9;1.4;35.3;64
1kmN3388E4315;4315500;3388500;2891;42.91;15.6;20.4;12.9;1.97;1;39;-9
1kmN3372E4326;4326500;3372500;117;42.99;11.97;19.66;3;2.05;0;48;92
1kmN3399E4326;4326500;3399500;703;42.99;20.48;19.77;3.41;2.68;1.82;51.3;132
1kmN3365E4334;4334500;3365500;19;43;-9;-9;0;2.71;0;-9;-9
1kmN3370E4312;4312500;3370500;24;43;25;-9;0;2.7;0;-9;-9
1kmN3370E4328;4328500;3370500;198;43;19.19;21;8;2.9;3;44;124
1kmN3377E4310;4310500;3377500;165;43;16.36;18.79;2.42;2.1;0;50;104
1kmN3384E4312;4312500;3384500;4375;43;20.43;23.47;8.9;2.2;2.9;43.9;94
1kmN3389E4317;4317500;3389500;797;43;16.19;19.32;8.8;2.22;1.41;-9;-9
1kmN3391E4322;4322500;3391500;4740;43;15.86;20.46;6.8;1.91;2.1;42;-9
1kmN3396E4320;4320500;3396500;4754;43;17.86;21.3;10.5;2.07;1.2;38;77
1kmN3371E4330;4330500;3371500;211;43.01;20.38;18.48;4.27;2.4;0;47;110.8
1kmN3388E4324;4324500;3388500;6946;43.05;13.95;20.21;12.48;1.79;3.44;36;61
1kmN3388E4318;4318500;3388500;4371;43.09;14.12;20.36;8.24;1.83;2.1;42.2;75.7
1kmN3368E4329;4329500;3368500;319;43.1;17.24;19.75;5.96;2.28;5;45;-9
1kmN3374E4326;4326500;3374500;480;43.1;17.92;19.17;9.58;2.4;1.49;-9;-9
1kmN3388E4319;4319500;3388500;2824;43.1;15.47;20.4;7.3;1.8;1;41;72
1kmN3392E4319;4319500;3392500;1620;43.1;19.2;23.21;6;2.4;1.45;43;101
1kmN3376E4335;4335500;3376500;2953;43.2;18.59;20.8;4.2;2.03;1.6;44;-9
1kmN3389E4315;4315500;3389500;1735;43.2;16.71;21.38;11.2;2.06;0.4;37.3;77
1kmN3394E4332;4332500;3394500;2333;43.2;22.5;22.63;2.8;2.5;1.1;48;-9
1kmN3397E4327;4327500;3397500;876;43.2;21.12;22.6;5.3;2.33;2;54;-9
1kmN3375E4334;4334500;3375500;3650;43.21;11.89;21.89;10.7;1.69;2;40;65
1kmN3384E4323;4323500;3384500;8648;43.24;10.45;19.67;11.1;1.62;1.83;42;-9
1kmN3399E4325;4325500;3399500;143;43.28;16.08;18.18;4.2;2.2;4;42;90
1kmN3386E4320;4320500;3386500;7465;43.3;18.06;21.4;6.55;2.05;2.6;-9;-9
1kmN3387E4308;4308500;3387500;293;43.3;23;22;3;2.5;2;-9;-9
1kmN3389E4318;4318500;3389500;1296;43.3;17.44;20.45;10.65;2;2.3;42;80
1kmN3397E4331;4331500;3397500;925;43.3;15.24;18.4;3;2.19;1;41;84
1kmN3403E4331;4331500;3403500;376;43.3;18.62;17.55;2;2.47;1;49;118
1kmN3387E4325;4325500;3387500;4435;43.32;13.66;20.36;9.2;1.85;1.7;37;65
1kmN3383E4312;4312500;3383500;3254;43.36;20.96;23.14;7.5;2.3;2.2;54;-9
1kmN3365E4332;4332500;3365500;443;43.4;16.48;18.51;2.5;2.25;2.2;46;98
1kmN3373E4307;4307500;3373500;4380;43.4;17.79;21.28;5.5;2.25;1.2;42.9;92
1kmN3386E4332;4332500;3386500;2974;43.4;19.1;25.32;7.36;1.98;0.91;36.4;70.7
1kmN3395E4327;4327500;3395500;1027;43.4;22.78;21.42;4.87;2.48;1;51;-9
1kmN3375E4312;4312500;3375500;379;43.43;15.57;17.41;7.12;2.8;1;40;-9
1kmN3389E4325;4325500;3389500;6702;43.47;16.14;21.3;12.16;2;0.8;37.6;73.7
1kmN3394E4333;4333500;3394500;1234;43.47;20.58;19.3;3.6;2.6;1;48;120
1kmN3368E4322;4322500;3368500;3353;43.5;15.7;20.8;7.5;1.96;1.9;42;75
1kmN3380E4306;4306500;3380500;433;43.5;15.47;20.55;24.94;2.27;2;42;-9
1kmN3381E4318;4318500;3381500;23;43.5;0;17.39;21.74;1.53;18.75;45;54
1kmN3389E4313;4313500;3389500;4835;43.5;17.5;21.6;9.16;2.21;1.4;37;81
1kmN3396E4325;4325500;3396500;1214;43.5;17.71;18.7;4.2;2.55;1.23;47;116
1kmN3399E4327;4327500;3399500;1179;43.5;21.54;22.5;2.71;2.65;1.2;46;119.6
1kmN3392E4329;4329500;3392500;1313;43.53;20.64;20.79;5.18;2.53;2.1;48;117.4
1kmN3387E4316;4316500;3387500;4424;43.55;13.25;21.3;9.81;1.81;1.6;41;72
1kmN3389E4323;4323500;3389500;5025;43.58;10.11;20.7;8.76;1.66;1.78;38;61
1kmN3378E4308;4308500;3378500;404;43.6;16.34;22;7;2.1;3;43;89
1kmN3384E4327;4327500;3384500;3362;43.6;15.82;22.6;8.1;2.02;1.4;46;89
1kmN3386E4304;4304500;3386500;2764;43.64;18.05;24.7;7.2;2.06;2.3;45;89
1kmN3384E4330;4330500;3384500;2717;43.68;16.45;22.41;16.9;2.1;0.5;34;70
1kmN3367E4330;4330500;3367500;455;43.7;16.48;20;3.74;2.32;4;50;-9
1kmN3370E4332;4332500;3370500;224;43.7;20.54;19.64;2;2.4;2;44.2;-9
1kmN3373E4339;4339500;3373500;1100;43.7;14.9;21;6;2.1;2;40;81
1kmN3388E4328;4328500;3388500;4424;43.7;14.38;21.34;7.89;1.84;1.2;36;65
1kmN3390E4328;4328500;3390500;4717;43.7;15.7;20.75;11.1;2.08;0.94;39;-9
1kmN3396E4327;4327500;3396500;1571;43.7;19.92;22.92;3.31;2.54;0.95;55;-9
1kmN3400E4329;4329500;3400500;80;43.7;22.5;23.75;5;2.5;0;-9;-9
1kmN3384E4322;4322500;3384500;9548;43.72;10.7;20.4;10.9;1.6;2;47;-9
1kmN3385E4310;4310500;3385500;1962;43.72;16.62;22.32;11.3;2;1.3;42;84.7
1kmN3385E4311;4311500;3385500;4041;43.77;15.32;21.93;8.5;1.83;0.5;37;67
1kmN3369E4339;4339500;3369500;333;43.8;21.32;23.42;2.7;2.59;2;42;105
1kmN3372E4334;4334500;3372500;606;43.8;14.85;21.12;5.61;2.33;1.95;46;103
1kmN3375E4320;4320500;3375500;589;43.8;13.24;23.26;23.77;2.1;0;34.8;73
1kmN3389E4321;4321500;3389500;4007;43.8;17.69;21.21;7.24;2.08;1.58;43;87
1kmN3387E4318;4318500;3387500;5674;43.86;11.83;21.66;9.6;1.75;1.8;45;-9
1kmN3365E4335;4335500;3365500;329;43.9;19.15;24.32;0.91;2.59;0;-9;-9
1kmN3367E4319;4319500;3367500;427;43.9;18.27;20.84;3;2.3;3;46;-9
1kmN3369E4331;4331500;3369500;99;43.9;16.16;19.19;3.03;2.2;0;49;106
1kmN3375E4324;4324500;3375500;173;43.9;16.18;17.92;2.89;2.6;0;43;112
1kmN3382E4331;4331500;3382500;153;43.9;15.03;24;12.42;2.7;4;43;-9
1kmN3384E4308;4308500;3384500;3222;43.9;21.07;25.5;6.5;2.26;3;52;114
1kmN3396E4322;4322500;3396500;3685;43.9;13.03;24.42;10.7;1.8;1.06;36;67
1kmN3384E4328;4328500;3384500;2553;43.91;11.9;24.05;7;2.2;2;42;87
1kmN3367E4316;4316500;3367500;234;44;18.38;24;2;2.3;0;-9;-9
1kmN3368E4316;4316500;3368500;43;44;-9;23.26;9.3;2;0;44;-9
1kmN3372E4332;4332500;3372500;80;44;17.5;18.75;3;3.2;0;-9;-9
1kmN3373E4323;4323500;3373500;149;44;14.09;19.46;15;3;5;-9;-9
1kmN3373E4328;4328500;3373500;100;44;12;15;3;2.4;0;-9;-9
1kmN3378E4325;4325500;3378500;155;44;7.74;15;21;2;0;43;-9
1kmN3385E4303;4303500;3385500;89;44;14.61;17.98;0;1.91;0;-9;-9
1kmN3388E4313;4313500;3388500;5853;44;16.57;25.12;15.4;2;1.1;34;67
1kmN3391E4315;4315500;3391500;4675;44;14.99;22.27;6.7;1.97;1.8;41;80
1kmN3395E4331;4331500;3395500;753;44;17.26;20.98;1.86;1.8;5;42;71.2
1kmN3381E4329;4329500;3381500;6617;44.01;15.88;23.33;17.65;1.94;1.11;34;64.2
1kmN3397E4321;4321500;3397500;3044;44.03;14.65;21.9;7;2.01;2;43;83
1kmN3369E4327;4327500;3369500;437;44.08;16.02;20.4;1.8;2.31;2;46;98
1kmN3371E4332;4332500;3371500;135;44.08;16.3;20.74;1;2.6;0;41;-9
1kmN3369E4337;4337500;3369500;200;44.1;17;24;2.5;2.6;0;45;-9
1kmN3372E4329;4329500;3372500;154;44.1;16.23;18.18;1;2.6;2;47;-9
1kmN3379E4332;4332500;3379500;1252;44.1;15.42;22.8;4;2.39;2;45;99
1kmN3383E4313;4313500;3383500;3903;44.1;19.5;23.9;9.6;2.22;3;-9;-9
1kmN3389E4331;4331500;3389500;4078;44.1;15.64;22;5.5;2;1.2;43.9;84.2
1kmN3371E4316;4316500;3371500;3062;44.13;17.9;23.3;6.1;2.26;2.2;44;93.9
1kmN3395E4325;4325500;3395500;2935;44.18;18.3;22.8;4;2.51;1.4;47;-9
1kmN3368E4318;4318500;3368500;574;44.2;16.2;22.82;7;2;3;41;-9
1kmN3371E4311;4311500;3371500;663;44.2;15.84;19.76;6.94;2.5;2.52;46;-9
1kmN3377E4332;4332500;3377500;901;44.2;13.54;21.53;4.9;2.1;2.76;46;-9
1kmN3378E4309;4309500;3378500;306;44.2;17.32;22.55;5.56;2.4;1;-9;-9
1kmN3381E4326;4326500;3381500;1555;44.2;15.37;21.86;16;2.18;1;36;77
1kmN3386E4329;4329500;3386500;3220;44.2;12.27;21.9;9.3;1.87;4.7;40;68
1kmN3391E4328;4328500;3391500;3853;44.2;17.62;21.59;3.8;2.41;0.9;40;-9
1kmN3392E4320;4320500;3392500;320;44.2;15.94;19.69;8;2.5;2.27;43;-9
1kmN3393E4328;4328500;3393500;3213;44.2;19.36;23.25;4.9;2.37;1.48;47.7;110
1kmN3373E4320;4320500;3373500;159;44.3;9.43;13.84;18.24;2.3;5;36;-9
